TITLE,LOGEION LEMMA,SEARCH LEMMA,DISPLAY LEMMA,SHORTDEF,LONGDEF,LOGEIONDEF,DECL,IDIOM,REG ADJ/ADV,PROPER,PART-OF-SPEECH,LOGEION LINK
ΑΠΑΥΛΙΖΟΜΑΙ,ἀπαυλίζομαι,,ἀπαυλίζομαι,sleep,sleep,sleep,,,,,,http://logeion.uchicago.edu/index.html#ἀπαυλίζομαι
ΑΠΑΥΛΙΣΜΟΣ,ἀπαυλισμός,,ἀπαυλισμός,a moon-stroke,a moon-stroke,a moon-stroke,,,,,,http://logeion.uchicago.edu/index.html#ἀπαυλισμός
ΑΠΑΥΛΙΣΤΗΡΙΟΣ,ἀπαυλιστήριος,,ἀπαυλιστήριος,belonging to the ἀπαύλια,belonging to the ἀπαύλια,belonging to the ἀπαύλια,,,,,,http://logeion.uchicago.edu/index.html#ἀπαυλιστήριος
ΑΠΑΥΛΟΣ,ἄπαυλος,,ἄπαυλος,lying alone,lying alone,lying alone,,,,,,http://logeion.uchicago.edu/index.html#ἄπαυλος
ΑΠΑΥΛΟΣΥΝΟΣ,ἀπαυλόσυνος,,ἀπαυλόσυνος,away from the αὐλή,away from the αὐλή,away from the αὐλή,,,,,,http://logeion.uchicago.edu/index.html#ἀπαυλόσυνος
ΑΠΑΥΞΑΝΟΜΑΙ,ἀπαυξάνομαι,,ἀπαυξάνομαι,in ‘irrational’ proportion to the χρόνοι πρῶτοι,in ‘irrational’ proportion to the χρόνοι πρῶτοι,in ‘irrational’ proportion to the χρόνοι πρῶτοι,,,,,,http://logeion.uchicago.edu/index.html#ἀπαυξάνομαι
ΑΠΑΥΞΗΣΙΣ,ἀπαύξησις,,ἀπαύξησις,decrease,decrease,decrease,,,,,,http://logeion.uchicago.edu/index.html#ἀπαύξησις
ΑΠΑΥΡΑΩ,ἀπαυράω,,ἀπαυράω,to take away,to take away,to take away,,,,,,http://logeion.uchicago.edu/index.html#ἀπαυράω
ΑΠΑΥΡΙΣΚΟΜΑΙ,ἀπαυρίσκομαι,,ἀπαυρίσκομαι,derive nourishment,derive nourishment,derive nourishment,,,,,,http://logeion.uchicago.edu/index.html#ἀπαυρίσκομαι
ΑΠΑΥΣΤΙ,ἀπαυστί,,ἀπαυστί,"unceasing, incessant","unceasing, incessant","unceasing, incessant",,,,,,http://logeion.uchicago.edu/index.html#ἀπαυστί
ΑΠΑΥΣΤΟΣ,ἄπαυστος,,ἄπαυστος –ον,"unceasing, never-ending","unceasing, never-ending","unceasing, never-ending",1,,,0,Adjective,http://logeion.uchicago.edu/index.html#ἄπαυστος
ΑΠΑΥΤΙΚΑ,ἀπαυτίκα,,ἀπαυτίκα,on the spot,on the spot,on the spot,,,,,,http://logeion.uchicago.edu/index.html#ἀπαυτίκα
ΑΠΑΥΤΟΜΑΤΙΖΩ,ἀπαυτοματίζω,,ἀπαυτοματίζω,do,do,do,,,,,,http://logeion.uchicago.edu/index.html#ἀπαυτοματίζω
ΑΠΑΥΤΟΜΟΛΕΩ,ἀπαυτομολέω,,ἀπαυτομολέω,"to go of one's own accord, desert","to go of one's own accord, desert","to go of one's own accord, desert",,,,,,http://logeion.uchicago.edu/index.html#ἀπαυτομολέω
ΑΠΑΥΤΟΣ,ἄπαυτος,,ἄπαυτος,unceasing,unceasing,unceasing,,,,,,http://logeion.uchicago.edu/index.html#ἄπαυτος
ΑΠΑΥΤΟΣΧΕΔΙΑΖΩ,ἀπαυτοσχεδιάζω,,ἀπαυτοσχεδιάζω,improvise (no LSJ entry),improvise (no LSJ entry),improvise (no LSJ entry),,,,,,http://logeion.uchicago.edu/index.html#ἀπαυτοσχεδιάζω
ΑΠΑΥΧΕΝΙΖΩ,ἀπαυχενίζω,,ἀπαυχενίζω,cut off by the neck,cut off by the neck,cut off by the neck,,,,,,http://logeion.uchicago.edu/index.html#ἀπαυχενίζω
ΑΠΑΦΙΝΙΟΝ,ἀπαφίνιον,,ἀπαφίνιον,stone kneading-trough,stone kneading-trough,stone kneading-trough,,,,,,http://logeion.uchicago.edu/index.html#ἀπαφίνιον
ΑΠΑΦΙΣΚΩ,ἀπαφίσκω,,ἀπαφίσκω,palpare,palpare,palpare,,,,,,http://logeion.uchicago.edu/index.html#ἀπαφίσκω
ΑΠΑΦΡΙΖΩ,ἀπαφρίζω,,ἀπαφρίζω,skim,skim,skim,,,,,,http://logeion.uchicago.edu/index.html#ἀπαφρίζω
ΑΠΑΧΕΙΑ,ἀπάχεια,,ἀπάχεια,thinness,thinness,thinness,,,,,,http://logeion.uchicago.edu/index.html#ἀπάχεια
ΑΠΑΧΗΣ,ἀπαχής,,ἀπαχής,without thickness,without thickness,without thickness,,,,,,http://logeion.uchicago.edu/index.html#ἀπαχής
ΑΠΑΧΘΟΜΑΙ,ἀπάχθομαι,,ἀπάχθομαι,to be grievous,to be grievous,to be grievous,,,,,,http://logeion.uchicago.edu/index.html#ἀπάχθομαι
ΑΠΑΧΛΥΟΟΜΑΙ,ἀπαχλυόομαι,,ἀπαχλυόομαι,have blurred vision,have blurred vision,have blurred vision,,,,,,http://logeion.uchicago.edu/index.html#ἀπαχλυόομαι
ΑΠΑΧΛΥΩ,ἀπαχλύω,,ἀπαχλύω,free from darkness,free from darkness,free from darkness,,,,,,http://logeion.uchicago.edu/index.html#ἀπαχλύω
ΑΠΑΧΥΡΙΖΩ,ἀπαχυρίζω,,ἀπαχυρίζω,winnow,winnow,winnow,,,,,,http://logeion.uchicago.edu/index.html#ἀπαχυρίζω
ΑΠΕΓΓΥΑΛΙΖΩ,ἀπεγγυαλίζω,,ἀπεγγυαλίζω,"give up, deliver again","give up, deliver again","give up, deliver again",,,,,,http://logeion.uchicago.edu/index.html#ἀπεγγυαλίζω
ΑΠΕΓΝΩΣΜΕΝΩΣ,ἀπεγνωσμένως,,ἀπεγνωσμένως,desperately,desperately,desperately,,,,,,http://logeion.uchicago.edu/index.html#ἀπεγνωσμένως
ΑΠΕΔΙΖΩ,ἀπεδίζω,,ἀπεδίζω,level,level,level,,,,,,http://logeion.uchicago.edu/index.html#ἀπεδίζω
ΑΠΕΔΟΣ,ἄπεδος,,ἄπεδος –ον,"even, level, flat","even, level, flat","even, level, flat",,,,,,http://logeion.uchicago.edu/index.html#ἄπεδος –ον
ΑΠΕΖΟΣ,ἄπεζος,,ἄπεζος,footless,footless,footless,,,,,,http://logeion.uchicago.edu/index.html#ἄπεζος
ΑΠΕΘΙΖΩ,ἀπεθίζω,,ἀπεθίζω,to disaccustom,to disaccustom,to disaccustom,,,,,,http://logeion.uchicago.edu/index.html#ἀπεθίζω
ΑΠΕΘΙΣΤΕΟΝ,ἀπεθιστέον,,ἀπεθιστέον,"one must disuse, unteach","one must disuse, unteach","one must disuse, unteach",,,,,,http://logeion.uchicago.edu/index.html#ἀπεθιστέον
ΑΠΕΙΔΟΝ,ἀπεῖδον,,ἀπεῖδον,to look away from other things at,to look away from other things at,to look away from other things at,,,,,,http://logeion.uchicago.edu/index.html#ἀπεῖδον
ΑΠΕΙΔΟΠΟΙΕΩ,ἀπειδοποιέω,,ἀπειδοποιέω,"construct according to a pattern, Inscr.Milet.","construct according to a pattern, Inscr.Milet.","construct according to a pattern, Inscr.Milet.",,,,,,http://logeion.uchicago.edu/index.html#ἀπειδοποιέω
ΑΠΕΙΘΑΡΧΙΑ,ἀπειθαρχία,,ἀπειθαρχία,disobedience to command,disobedience to command,disobedience to command,,,,,,http://logeion.uchicago.edu/index.html#ἀπειθαρχία
ΑΠΕΙΘΕΙΑ,ἀπείθεια,,ἀπείθεια,disobedience,disobedience,disobedience,,,,,,http://logeion.uchicago.edu/index.html#ἀπείθεια
ΑΠΕΙΘΕΩ,ἀπειθέω,,ἀπειθέω,"to be disobedient, refuse compliance","to be disobedient, refuse compliance","to be disobedient, refuse compliance",,,,,,http://logeion.uchicago.edu/index.html#ἀπειθέω
ΑΠΕΙΘΗΝΙΟΣ,ἀπειθήνιος,,ἀπειθήνιος,disobedient,disobedient,disobedient,,,,,,http://logeion.uchicago.edu/index.html#ἀπειθήνιος
ΑΠΕΙΘΗΣ,ἀπειθής,,ἀπειθής,disobedient,disobedient,disobedient,,,,,,http://logeion.uchicago.edu/index.html#ἀπειθής
ΑΠΕΙΚΑΖΩ,ἀπεικάζω,,ἀπεικάζω,"to form from a model, to express, copy","to form from a model, to express, copy","to form from a model, to express, copy",,,,,,http://logeion.uchicago.edu/index.html#ἀπεικάζω
ΑΠΕΙΚΑΣΙΑ,ἀπεικασία,,ἀπεικασία,representation,representation,representation,,,,,,http://logeion.uchicago.edu/index.html#ἀπεικασία
ΑΠΕΙΚΑΣΜΑ,ἀπείκασμα,,ἀπείκασμα,"copy, representation","copy, representation","copy, representation",,,,,,http://logeion.uchicago.edu/index.html#ἀπείκασμα
ΑΠΕΙΚΑΣΜΟΣ,ἀπεικασμός,,ἀπεικασμός,representation,representation,representation,,,,,,http://logeion.uchicago.edu/index.html#ἀπεικασμός
ΑΠΕΙΚΑΣΤΕΟΝ,ἀπεικαστέον,,ἀπεικαστέον,one must represent as like,one must represent as like,one must represent as like,,,,,,http://logeion.uchicago.edu/index.html#ἀπεικαστέον
ΑΠΕΙΚΑΣΤΕΟΣ,ἀπεικαστέος,,ἀπεικαστέος,one must represent,one must represent,one must represent,,,,,,http://logeion.uchicago.edu/index.html#ἀπεικαστέος
ΑΠΕΙΚΟΝΙΖΩ,ἀπεικονίζω,,ἀπεικονίζω,to represent in a statue,to represent in a statue,to represent in a statue,,,,,,http://logeion.uchicago.edu/index.html#ἀπεικονίζω
ΑΠΕΙΚΟΝΙΣΜΑ,ἀπεικόνισμα,,ἀπεικόνισμα,#NAME?,#NAME?,#NAME?,,,,,,http://logeion.uchicago.edu/index.html#ἀπεικόνισμα
ΑΠΕΙΚΟΤΩΣ,ἀπεικότως,,ἀπεικότως,unreasonably,unreasonably,unreasonably,,,,,,http://logeion.uchicago.edu/index.html#ἀπεικότως
ΑΠΕΙΛΕΩ,ἀπειλέω,,ἀπειλέω ἀπειλήσω ἀπείλησα ––– ἀπείλημαι ἀπειλήθην,to force back,to force back,to force back,0,,,0,Verb,http://logeion.uchicago.edu/index.html#ἀπειλέω
ΑΠΕΙΛΕΩ/2,ἀπειλέω2,,ἀπειλέω2,threaten,threaten,threaten,,,,,,http://logeion.uchicago.edu/index.html#ἀπειλέω2
ΑΠΕΙΛΗΣΙΣ,ἀπείλησις,,ἀπείλησις,threat,threat,threat,,,,,,http://logeion.uchicago.edu/index.html#ἀπείλησις
ΑΠΕΙΛΗΤΗΡ,ἀπειλητήρ,,ἀπειλητήρ,"a threatener, boaster","a threatener, boaster","a threatener, boaster",,,,,,http://logeion.uchicago.edu/index.html#ἀπειλητήρ
ΑΠΕΙΛΗΤΗΡΙΟΣ,ἀπειλητήριος,,ἀπειλητήριος,of/for threatening,of/for threatening,of/for threatening,,,,,,http://logeion.uchicago.edu/index.html#ἀπειλητήριος
ΑΠΕΙΜΙ,ἄπειμι,απειμι,ἄπειμι ἀπέσομαι ––– ––– ––– –––,"to be away, be distant, be absent","to be away, be distant, be absent","to be away, be distant, be absent",0,,,0,Verb,http://logeion.uchicago.edu/index.html#ἄπειμι
ΑΠΕΙΜΙ/2,ἄπειμι,απειμι,ἄπειμι,go away,be absent,be absent,,,,,Verb,http://logeion.uchicago.edu/index.html#ἄπειμι
ΑΠΕΙΠΟΝ,ἀπεῖπον,,––– ἀπερῶ ἀπεῖπον (or ἀπεῖπα) ἀπείρηκα ––– ἀπερρήθην,"to speak out, tell out, declare","to speak out, tell out, declare","to speak out, tell out, declare",,,,,Verb,http://logeion.uchicago.edu/index.html#ἀπεῖπον
ΑΠΕΙΡΑΓΑΘΕΩ,ἀπειραγαθέω,,ἀπειραγαθέω,act without right knowledge,act without right knowledge,act without right knowledge,,,,,,http://logeion.uchicago.edu/index.html#ἀπειραγαθέω
ΑΠΕΙΡΑΓΑΘΙΑ,ἀπειραγαθία,,ἀπειραγαθία,"ignorance of goodness, folly","ignorance of goodness, folly","ignorance of goodness, folly",,,,,,http://logeion.uchicago.edu/index.html#ἀπειραγαθία
ΑΠΕΙΡΑΓΑΘΟΣ,ἀπειράγαθος,,ἀπειράγαθος,"unacquainted with goodness, foolish","unacquainted with goodness, foolish","unacquainted with goodness, foolish",,,,,,http://logeion.uchicago.edu/index.html#ἀπειράγαθος
ΑΠΕΙΡΑΙΗ,Ἀπειραίη,,Ἀπειραίη,of Apeira,of Apeira,of Apeira,,,,,,http://logeion.uchicago.edu/index.html#Ἀπειραίη
ΑΠΕΙΡΑΙΟΣ,Ἀπειραῖος,,Ἀπειραῖος,Apeiraean,Apeiraean,Apeiraean,,,,,,http://logeion.uchicago.edu/index.html#Ἀπειραῖος
ΑΠΕΙΡΑΚΙΣ,ἀπειράκις,,ἀπειράκις,times without number,times without number,times without number,,,,,,http://logeion.uchicago.edu/index.html#ἀπειράκις
ΑΠΕΙΡΑΝΔΡΟΣ,ἀπείρανδρος,,ἀπείρανδρος,that has not known man,that has not known man,that has not known man,,,,,,http://logeion.uchicago.edu/index.html#ἀπείρανδρος
ΑΠΕΙΡΑΣΤΟΣ,ἀπείραστος,,ἀπείραστος,incapable of being tempted by,incapable of being tempted by,incapable of being tempted by,,,,,,http://logeion.uchicago.edu/index.html#ἀπείραστος
ΑΠΕΙΡΑΤΟΣ,ἀπείρατος,,ἀπείρατος,see ἀπείρητος,see ἀπείρητος,see ἀπείρητος,,,,,,http://logeion.uchicago.edu/index.html#ἀπείρατος
ΑΠΕΙΡΑΤΟΣ/2,ἀπείρατος2,,ἀπείρατος2,impenetrable,impenetrable,impenetrable,,,,,,http://logeion.uchicago.edu/index.html#ἀπείρατος2
ΑΠΕΙΡΑΧΩΣ,ἀπειραχῶς,,ἀπειραχῶς,in an infinite number of ways,in an infinite number of ways,in an infinite number of ways,,,,,,http://logeion.uchicago.edu/index.html#ἀπειραχῶς
ΑΠΕΙΡΓΑΘΟΝ,ἀπείργαθον,,ἀπείργαθον,"to keep away, keep off from","to keep away, keep off from","to keep away, keep off from",,,,,,http://logeion.uchicago.edu/index.html#ἀπείργαθον
ΑΠΕΙΡΓΩ,ἀπείργω,,ἀπείργω (or ἀπέργω) ἀπείρξω ἀπείργαθον (or ἀπεῖρξα),"to keep away from, debar from","to keep away from, debar from","to keep away from, debar from",0,,,0,Verb,http://logeion.uchicago.edu/index.html#ἀπείργω
ΑΠΕΙΡΕΣΙΟΣ,ἀπειρέσιος,,ἀπειρέσιος –ον,"boundless, immense, countless","boundless, immense, countless","boundless, immense, countless",1,,,0,Adjective,http://logeion.uchicago.edu/index.html#ἀπειρέσιος
ΑΠΕΙΡΗΘΕΝ,Ἀπείρηθεν,,Ἀπείρηθεν,from Apeire,from Apeire,from Apeire,,,,,,http://logeion.uchicago.edu/index.html#Ἀπείρηθεν
ΑΠΕΙΡΙΑ,ἀπειρία,,ἀπειρία,"want of skill, inexperience","want of skill, inexperience","want of skill, inexperience",,,,,,http://logeion.uchicago.edu/index.html#ἀπειρία
ΑΠΕΙΡΙΑ/2,ἀπειρία2,,ἀπειρία2,infinity,infinity,infinity,,,,,,http://logeion.uchicago.edu/index.html#ἀπειρία2
ΑΠΕΙΡΙΤΟΣ,ἀπείριτος,,ἀπείριτος,"boundless, immense","boundless, immense","boundless, immense",,,,,,http://logeion.uchicago.edu/index.html#ἀπείριτος
ΑΠΕΙΡΚΤΙΚΟΣ,ἀπειρκτικός,,ἀπειρκτικός,keeping out,keeping out,keeping out,,,,,,http://logeion.uchicago.edu/index.html#ἀπειρκτικός
ΑΠΕΙΡΟΒΙΩΣ,ἀπειροβίως,,ἀπειροβίως,without experience of life,without experience of life,without experience of life,,,,,,http://logeion.uchicago.edu/index.html#ἀπειροβίως
ΑΠΕΙΡΟΓΑΜΟΣ,ἀπειρόγαμος,,ἀπειρόγαμος,unwedded,unwedded,unwedded,,,,,,http://logeion.uchicago.edu/index.html#ἀπειρόγαμος
ΑΠΕΙΡΟΓΟΝΟΣ,ἀπειρόγονος,,ἀπειρόγονος,infinitely generative,infinitely generative,infinitely generative,,,,,,http://logeion.uchicago.edu/index.html#ἀπειρόγονος
ΑΠΕΙΡΟΓΩΝΟΣ,ἀπειρόγωνος,,ἀπειρόγωνος,with an infinite number of angles,with an infinite number of angles,with an infinite number of angles,,,,,,http://logeion.uchicago.edu/index.html#ἀπειρόγωνος
ΑΠΕΙΡΟΔΑΚΡΥΣ,ἀπειρόδακρυς,,ἀπειρόδακρυς,ignorant of tears,ignorant of tears,ignorant of tears,,,,,,http://logeion.uchicago.edu/index.html#ἀπειρόδακρυς
ΑΠΕΙΡΟΔΙΟΙΚΗΤΗΣ,ἀπειροδιοικήτης,,ἀπειροδιοικήτης,director of the infinite,director of the infinite,director of the infinite,,,,,,http://logeion.uchicago.edu/index.html#ἀπειροδιοικήτης
ΑΠΕΙΡΟΔΡΟΣΟΣ,ἀπειρόδροσος,,ἀπειρόδροσος,"unused to dew, unbedewed","unused to dew, unbedewed","unused to dew, unbedewed",,,,,,http://logeion.uchicago.edu/index.html#ἀπειρόδροσος
ΑΠΕΙΡΟΔΥΝΑΜΟΣ,ἀπειροδύναμος,,ἀπειροδύναμος,of infinite potentiality,of infinite potentiality,of infinite potentiality,,,,,,http://logeion.uchicago.edu/index.html#ἀπειροδύναμος
ΑΠΕΙΡΟΕΙΔΗΣ,ἀπειροειδής,,ἀπειροειδής,resembling the infinite,resembling the infinite,resembling the infinite,,,,,,http://logeion.uchicago.edu/index.html#ἀπειροειδής
ΑΠΕΙΡΟΘΑΛΑΤΤΟΣ,ἀπειροθάλαττος,,ἀπειροθάλαττος,unused to the sea,unused to the sea,unused to the sea,,,,,,http://logeion.uchicago.edu/index.html#ἀπειροθάλαττος
ΑΠΕΙΡΟΚΑΚΟΣ,ἀπειρόκακος,,ἀπειρόκακος,"without experience of evil, unused to evil","without experience of evil, unused to evil","without experience of evil, unused to evil",,,,,,http://logeion.uchicago.edu/index.html#ἀπειρόκακος
ΑΠΕΙΡΟΚΑΛΕΥΟΜΑΙ,ἀπειροκαλεύομαι,,ἀπειροκαλεύομαι,lack taste,lack taste,lack taste,,,,,,http://logeion.uchicago.edu/index.html#ἀπειροκαλεύομαι
ΑΠΕΙΡΟΚΑΛΙΑ,ἀπειροκαλία,,ἀπειροκαλία,"ignorance of the beautiful, want of taste","ignorance of the beautiful, want of taste","ignorance of the beautiful, want of taste",,,,,,http://logeion.uchicago.edu/index.html#ἀπειροκαλία
ΑΠΕΙΡΟΚΑΛΟΣ,ἀπειρόκαλος,,ἀπειρόκαλος,"ignorant of the beautiful, without taste, tasteless, vulgar","ignorant of the beautiful, without taste, tasteless, vulgar","ignorant of the beautiful, without taste, tasteless, vulgar",,,,,,http://logeion.uchicago.edu/index.html#ἀπειρόκαλος
ΑΠΕΙΡΟΛΟΓΙΑ,ἀπειρολογία,,ἀπειρολογία,interminable argument,interminable argument,interminable argument,,,,,,http://logeion.uchicago.edu/index.html#ἀπειρολογία
ΑΠΕΙΡΟΜΑΧΑΣ,ἀπειρομάχας,,ἀπειρομάχας,"unused to battle, untried in war","unused to battle, untried in war","unused to battle, untried in war",,,,,,http://logeion.uchicago.edu/index.html#ἀπειρομάχας
ΑΠΕΙΡΟΜΕΓΕΘΗΣ,ἀπειρομεγέθης,,ἀπειρομεγέθης,immensely large,immensely large,immensely large,,,,,,http://logeion.uchicago.edu/index.html#ἀπειρομεγέθης
ΑΠΕΙΡΟΜΕΙΖΩΝ,ἀπειρομείζων,,ἀπειρομείζων,infinitely greater,infinitely greater,infinitely greater,,,,,,http://logeion.uchicago.edu/index.html#ἀπειρομείζων
ΑΠΕΙΡΟΜΟΘΟΣ,ἀπειρόμοθος,,ἀπειρόμοθος,unused to toil,unused to toil,unused to toil,,,,,,http://logeion.uchicago.edu/index.html#ἀπειρόμοθος
ΑΠΕΙΡΟΠΛΑΣΙΩΝ,ἀπειροπλασίων,,ἀπειροπλασίων,"infinitely more, many thousand-fold","infinitely more, many thousand-fold","infinitely more, many thousand-fold",,,,,,http://logeion.uchicago.edu/index.html#ἀπειροπλασίων
ΑΠΕΙΡΟΠΛΗΘΗΣ,ἀπειροπληθής,,ἀπειροπληθής,infinitely great,infinitely great,infinitely great,,,,,,http://logeion.uchicago.edu/index.html#ἀπειροπληθής
ΑΠΕΙΡΟΠΛΟΥΣ,ἀπειρόπλους,,ἀπειρόπλους,ignorant of navigation,ignorant of navigation,ignorant of navigation,,,,,,http://logeion.uchicago.edu/index.html#ἀπειρόπλους
ΑΠΕΙΡΟΠΟΙΟΣ,ἀπειροποιός,,ἀπειροποιός,producing infinitude,producing infinitude,producing infinitude,,,,,,http://logeion.uchicago.edu/index.html#ἀπειροποιός
ΑΠΕΙΡΟΠΟΛΕΜΟΣ,ἀπειροπόλεμος,,ἀπειροπόλεμος,inexperienced in war,inexperienced in war,inexperienced in war,,,,,,http://logeion.uchicago.edu/index.html#ἀπειροπόλεμος
ΑΠΕΙΡΟΠΟΝΟΣ,ἀπειρόπονος,,ἀπειρόπονος,unused to toil,unused to toil,unused to toil,,,,,,http://logeion.uchicago.edu/index.html#ἀπειρόπονος
ΑΠΕΙΡΟΣ/2,ἄπειρος2,,ἄπειρος2,"boundless, infinite, countless","boundless, infinite, countless","boundless, infinite, countless",,,,,,http://logeion.uchicago.edu/index.html#ἄπειρος2
ΑΠΕΙΡΟΣΥΝΗ,ἀπειροσύνη,,ἀπειροσύνη,inexperience,inexperience,inexperience,,,,,,http://logeion.uchicago.edu/index.html#ἀπειροσύνη
ΑΠΕΙΡΟΤΕΡΜΩΝ,ἀπειροτέρμων,,ἀπειροτέρμων,limitless,limitless,limitless,,,,,,http://logeion.uchicago.edu/index.html#ἀπειροτέρμων
ΑΠΕΙΡΟΤΟΚΟΣ,ἀπειρότοκος,,ἀπειρότοκος,"not having brought forth, virgin","not having brought forth, virgin","not having brought forth, virgin",,,,,,http://logeion.uchicago.edu/index.html#ἀπειρότοκος
ΑΠΕΙΡΟΧΡΟΝΙΟΣ,ἀπειροχρόνιος,,ἀπειροχρόνιος,of infinite duration,of infinite duration,of infinite duration,,,,,,http://logeion.uchicago.edu/index.html#ἀπειροχρόνιος
ΑΠΕΙΡΟΩ,ἀπειρόω,,ἀπειρόω,multiply to infinity,multiply to infinity,multiply to infinity,,,,,,http://logeion.uchicago.edu/index.html#ἀπειρόω
ΑΠΕΙΡΩΔΙΝ,ἀπειρωδίν,,ἀπειρωδίν,knowing not the pains of child-birth,knowing not the pains of child-birth,knowing not the pains of child-birth,,,,,,http://logeion.uchicago.edu/index.html#ἀπειρωδίν
ΑΠΕΙΡΩΝ,ἀπείρων,,ἀπείρων –ον,"without experience, ignorant","without experience, ignorant","without experience, ignorant",3,,,0,Adjective,http://logeion.uchicago.edu/index.html#ἀπείρων
ΑΠΕΙΡΩΝ/2,ἀπείρων2,,ἀπείρων2,"boundless, endless, countless","boundless, endless, countless","boundless, endless, countless",,,,,,http://logeion.uchicago.edu/index.html#ἀπείρων2
ΑΠΕΙΣΤΟΣ,ἄπειστος,,ἄπειστος,not to be persuaded,not to be persuaded,not to be persuaded,,,,,,http://logeion.uchicago.edu/index.html#ἄπειστος
ΑΠΕΚ,ἀπέκ,,ἀπέκ,away out of,away out of,away out of,,,,,,http://logeion.uchicago.edu/index.html#ἀπέκ
ΑΠΕΚΒΑΙΝΩ,ἀπεκβαίνω,,ἀπεκβαίνω,"turn out, come to be","turn out, come to be","turn out, come to be",,,,,,http://logeion.uchicago.edu/index.html#ἀπεκβαίνω
ΑΠΕΚΒΑΛΛΩ,ἀπεκβάλλω,,ἀπεκβάλλω,turn out,turn out,turn out,,,,,,http://logeion.uchicago.edu/index.html#ἀπεκβάλλω
ΑΠΕΚΒΙΟΩ,ἀπεκβιόω,,ἀπεκβιόω,cease living,cease living,cease living,,,,,,http://logeion.uchicago.edu/index.html#ἀπεκβιόω
ΑΠΕΚΒΟΛΗ,ἀπεκβολή,,ἀπεκβολή,expulsion,expulsion,expulsion,,,,,,http://logeion.uchicago.edu/index.html#ἀπεκβολή
ΑΠΕΚΓΟΝΟΣ,ἀπέκγονος,,ἀπέκγονος,great-great-grandchild,great-great-grandchild,great-great-grandchild,,,,,,http://logeion.uchicago.edu/index.html#ἀπέκγονος
ΑΠΕΚΔΕΧΟΜΑΙ,ἀπεκδέχομαι,,ἀπεκδέχομαι,"to expect anxiously, to look for, await","to expect anxiously, to look for, await","to expect anxiously, to look for, await",,,,,,http://logeion.uchicago.edu/index.html#ἀπεκδέχομαι
ΑΠΕΚΔΙΔΩΜΙ,ἀπεκδίδωμι,,ἀπεκδίδωμι,relet,relet,relet,,,,,,http://logeion.uchicago.edu/index.html#ἀπεκδίδωμι
ΑΠΕΚΔΟΣΙΣ,ἀπέκδοσις,,ἀπέκδοσις,contract,contract,contract,,,,,,http://logeion.uchicago.edu/index.html#ἀπέκδοσις
ΑΠΕΚΔΥΝΩ,ἀπεκδύνω,,ἀπεκδύνω,to strip off from,to strip off from,to strip off from,,,,,,http://logeion.uchicago.edu/index.html#ἀπεκδύνω
ΑΠΕΚΔΥΟΜΑΙ,ἀπεκδύομαι,,ἀπεκδύομαι,strip off oneself,strip off oneself,strip off oneself,,,,,,http://logeion.uchicago.edu/index.html#ἀπεκδύομαι
ΑΠΕΚΔΥΣΙΣ,ἀπέκδυσις,,ἀπέκδυσις,a putting off,a putting off,a putting off,,,,,,http://logeion.uchicago.edu/index.html#ἀπέκδυσις
ΑΠΕΚΕΙΘΕΝ,ἀπεκεῖθεν,,ἀπεκεῖθεν,thence,thence,thence,,,,,,http://logeion.uchicago.edu/index.html#ἀπεκεῖθεν
ΑΠΕΚΛΑΝΘΑΝΟΜΑΙ,ἀπεκλανθάνομαι,,ἀπεκλανθάνομαι,to forget entirely,to forget entirely,to forget entirely,,,,,,http://logeion.uchicago.edu/index.html#ἀπεκλανθάνομαι
ΑΠΕΚΛΕΓΟΜΑΙ,ἀπεκλέγομαι,,ἀπεκλέγομαι,pick out and reject,pick out and reject,pick out and reject,,,,,,http://logeion.uchicago.edu/index.html#ἀπεκλέγομαι
ΑΠΕΚΛΕΚΤΙΚΟΣ,ἀπεκλεκτικός,,ἀπεκλεκτικός,fit for rejection,fit for rejection,fit for rejection,,,,,,http://logeion.uchicago.edu/index.html#ἀπεκλεκτικός
ΑΠΕΚΛΟΓΗ,ἀπεκλογή,,ἀπεκλογή,rejection,rejection,rejection,,,,,,http://logeion.uchicago.edu/index.html#ἀπεκλογή
ΑΠΕΚΛΥΩ,ἀπεκλύω,,ἀπεκλύω,"relax, weaken","relax, weaken","relax, weaken",,,,,,http://logeion.uchicago.edu/index.html#ἀπεκλύω
ΑΠΕΚΡΙΠΤΩ,ἀπεκρίπτω,,ἀπεκρίπτω,throw away,throw away,throw away,,,,,,http://logeion.uchicago.edu/index.html#ἀπεκρίπτω
ΑΠΕΚΤΑΣΙΣ,ἀπέκτασις,,ἀπέκτασις,spreading out,spreading out,spreading out,,,,,,http://logeion.uchicago.edu/index.html#ἀπέκτασις
ΑΠΕΚΤΕΙΝΩ,ἀπεκτείνω,,ἀπεκτείνω,draw off,draw off,draw off,,,,,,http://logeion.uchicago.edu/index.html#ἀπεκτείνω
ΑΠΕΚΤΗΤΟΣ,ἀπέκτητος,,ἀπέκτητος,uncombed,uncombed,uncombed,,,,,,http://logeion.uchicago.edu/index.html#ἀπέκτητος
ΑΠΕΚΤΟΣ,ἄπεκτος,,ἄπεκτος,uncombed,uncombed,uncombed,,,,,,http://logeion.uchicago.edu/index.html#ἄπεκτος
ΑΠΕΛΑΣΙΑ,ἀπελασία,,ἀπελασία,driving away,driving away,driving away,,,,,,http://logeion.uchicago.edu/index.html#ἀπελασία
