TITLE,LOGEION LEMMA,SEARCH LEMMA,DISPLAY LEMMA,SHORTDEF,LONGDEF,LOGEIONDEF,DECL,IDIOM,REG ADJ/ADV,PROPER,PART-OF-SPEECH,LOGEION LINK
ΔΙΑΖΕΥΓΝΥΜΙ,διαζεύγνυμι,,διαζεύγνυμι,"part, separate","part, separate","part, separate",,,,,,http://logeion.uchicago.edu/index.html#διαζεύγνυμι
ΔΙΑΖΕΥΚΤΙΚΟΣ,διαζευκτικός,,διαζευκτικός,disjunctive,disjunctive,disjunctive,,,,,,http://logeion.uchicago.edu/index.html#διαζευκτικός
ΔΙΑΖΕΥΞΙΣ,διάζευξις,,διάζευξις,"a disjoining, parting","a disjoining, parting","a disjoining, parting",,,,,,http://logeion.uchicago.edu/index.html#διάζευξις
ΔΙΑΖΕΩ,διαζέω,,διαζέω,boil through,boil through,boil through,,,,,,http://logeion.uchicago.edu/index.html#διαζέω
ΔΙΑΖΗΛΕΥΟΜΑΙ,διαζηλεύομαι,,διαζηλεύομαι,to be lost in admiration,to be lost in admiration,to be lost in admiration,,,,,,http://logeion.uchicago.edu/index.html#διαζηλεύομαι
ΔΙΑΖΗΛΟΤΥΠΕΟΜΑΙ,διαζηλοτυπέομαι,,διαζηλοτυπέομαι,engage in rivalry,engage in rivalry,engage in rivalry,,,,,,http://logeion.uchicago.edu/index.html#διαζηλοτυπέομαι
ΔΙΑΖΗΣΙΣ,διάζησις,,διάζησις,way of living,way of living,way of living,,,,,,http://logeion.uchicago.edu/index.html#διάζησις
ΔΙΑΖΗΤΕΩ,διαζητέω,,διαζητέω,"search through, examine","search through, examine","search through, examine",,,,,,http://logeion.uchicago.edu/index.html#διαζητέω
ΔΙΑΖΗΤΗΣΙΣ,διαζήτησις,,διαζήτησις,"inquiry, inquisition","inquiry, inquisition","inquiry, inquisition",,,,,,http://logeion.uchicago.edu/index.html#διαζήτησις
ΔΙΑΖΟΜΑΙ,διάζομαι,,διάζομαι,set the warp in the loom,set the warp in the loom,set the warp in the loom,,,,,,http://logeion.uchicago.edu/index.html#διάζομαι
ΔΙΑΖΥΓΗ,διαζυγή,,διαζυγή,division,division,division,,,,,,http://logeion.uchicago.edu/index.html#διαζυγή
ΔΙΑΖΥΓΙΟΝ,διαζύγιον,,διαζύγιον,divorce,divorce,divorce,,,,,,http://logeion.uchicago.edu/index.html#διαζύγιον
ΔΙΑΖΩΓΡΑΦΕΩ,διαζωγραφέω,,διαζωγραφέω,paint in divers colours,paint in divers colours,paint in divers colours,,,,,,http://logeion.uchicago.edu/index.html#διαζωγραφέω
ΔΙΑΖΩΜΑ,διάζωμα,,διάζωμα,"a girdle, drawers","a girdle, drawers","a girdle, drawers",,,,,,http://logeion.uchicago.edu/index.html#διάζωμα
ΔΙΑΖΩΜΕΥΩ,διαζωμεύω,,διαζωμεύω,make into soup,make into soup,make into soup,,,,,,http://logeion.uchicago.edu/index.html#διαζωμεύω
ΔΙΑΖΩΝΗ,διαζώνη,,διαζώνη,girdle,girdle,girdle,,,,,,http://logeion.uchicago.edu/index.html#διαζώνη
ΔΙΑΖΩΝΝΥΜΙ,διαζώννυμι,,διαζώννυμι,to gird round the middle,to gird round the middle,to gird round the middle,,,,,,http://logeion.uchicago.edu/index.html#διαζώννυμι
ΔΙΑΖΩΣΙΣ,διάζωσις,,διάζωσις,cincture,cincture,cincture,,,,,,http://logeion.uchicago.edu/index.html#διάζωσις
ΔΙΑΖΩΣΤΗΡ,διαζωστήρ,,διαζωστήρ,twelfth vertebra in the spine,twelfth vertebra in the spine,twelfth vertebra in the spine,,,,,,http://logeion.uchicago.edu/index.html#διαζωστήρ
ΔΙΑΖΩΤΙΚΟΣ,διαζωτικός,,διαζωτικός,vital,vital,vital,,,,,,http://logeion.uchicago.edu/index.html#διαζωτικός
ΔΙΑΗΜΙ,διάημι,,διάημι,to blow through,to blow through,to blow through,,,,,,http://logeion.uchicago.edu/index.html#διάημι
ΔΙΑΘΑΛΑΣΣΕΥΩ,διαθαλασσεύω,,διαθαλασσεύω,to be parted by the sea,to be parted by the sea,to be parted by the sea,,,,,,http://logeion.uchicago.edu/index.html#διαθαλασσεύω
ΔΙΑΘΑΛΠΩ,διαθάλπω,,διαθάλπω,warm through,warm through,warm through,,,,,,http://logeion.uchicago.edu/index.html#διαθάλπω
ΔΙΑΘΑΡΡΕΩ,διαθαρρέω,,διαθαρρέω,take heart,take heart,take heart,,,,,,http://logeion.uchicago.edu/index.html#διαθαρρέω
ΔΙΑΘΓΙΒΩ,διαθγίβω,,διαθγίβω,break in pieces,break in pieces,break in pieces,,,,,,http://logeion.uchicago.edu/index.html#διαθγίβω
ΔΙΑΘΕΑΟΜΑΙ,διαθεάομαι,,διαθεάομαι,"to look through, examine","to look through, examine","to look through, examine",,,,,,http://logeion.uchicago.edu/index.html#διαθεάομαι
ΔΙΑΘΕΑΤΕΟΝ,διαθεατέον,,διαθεατέον,one must examine,one must examine,one must examine,,,,,,http://logeion.uchicago.edu/index.html#διαθεατέον
ΔΙΑΘΕΙΟΩ,διαθειόω,,διαθειόω,to fumigate thoroughly,to fumigate thoroughly,to fumigate thoroughly,,,,,,http://logeion.uchicago.edu/index.html#διαθειόω
ΔΙΑΘΕΛΓΩ,διαθέλγω,,διαθέλγω,soothe thoroughly,soothe thoroughly,soothe thoroughly,,,,,,http://logeion.uchicago.edu/index.html#διαθέλγω
ΔΙΑΘΕΜΑ,διάθεμα,,διάθεμα,disposition,disposition,disposition,,,,,,http://logeion.uchicago.edu/index.html#διάθεμα
ΔΙΑΘΕΡΙΖΩ,διαθερίζω,,διαθερίζω,pass the summer,pass the summer,pass the summer,,,,,,http://logeion.uchicago.edu/index.html#διαθερίζω
ΔΙΑΘΕΡΜΑΙΝΩ,διαθερμαίνω,,διαθερμαίνω,to warm through,to warm through,to warm through,,,,,,http://logeion.uchicago.edu/index.html#διαθερμαίνω
ΔΙΑΘΕΡΜΑΣΙΑ,διαθερμασία,,διαθερμασία,warming effect,warming effect,warming effect,,,,,,http://logeion.uchicago.edu/index.html#διαθερμασία
ΔΙΑΘΕΡΜΟΣ,διάθερμος,,διάθερμος,heated through: of a hot temperament,heated through: of a hot temperament,heated through: of a hot temperament,,,,,,http://logeion.uchicago.edu/index.html#διάθερμος
ΔΙΑΘΕΡΟΜΑΙ,διαθέρομαι,,διαθέρομαι,to be heated,to be heated,to be heated,,,,,,http://logeion.uchicago.edu/index.html#διαθέρομαι
ΔΙΑΘΕΣΙΣ,διάθεσις,,διάθεσις,"a disposition, arrangement","a disposition, arrangement","a disposition, arrangement",,,,,,http://logeion.uchicago.edu/index.html#διάθεσις
ΔΙΑΘΕΣΜΟΘΕΤΕΩ,διαθεσμοθετέω,,διαθεσμοθετέω,"prescribe severally, ordain","prescribe severally, ordain","prescribe severally, ordain",,,,,,http://logeion.uchicago.edu/index.html#διαθεσμοθετέω
ΔΙΑΘΕΣΜΟΘΕΤΗΣΙΣ,διαθεσμοθέτησις,,διαθεσμοθέτησις,ordinances,ordinances,ordinances,,,,,,http://logeion.uchicago.edu/index.html#διαθεσμοθέτησις
ΔΙΑΘΕΤΗΣ,διαθέτης,,διαθέτης,an arranger,an arranger,an arranger,,,,,,http://logeion.uchicago.edu/index.html#διαθέτης
ΔΙΑΘΕΤΙΚΟΣ,διαθετικός,,διαθετικός,affecting,affecting,affecting,,,,,,http://logeion.uchicago.edu/index.html#διαθετικός
ΔΙΑΘΕΩ,διαθέω,,διαθέω,to run about,to run about,to run about,,,,,,http://logeion.uchicago.edu/index.html#διαθέω
ΔΙΑΘΕΩΡΕΩ,διαθεωρέω,,διαθεωρέω,examine closely,examine closely,examine closely,,,,,,http://logeion.uchicago.edu/index.html#διαθεωρέω
ΔΙΑΘΗΚΗ,διαθήκη,διαθηκη,διαθήκη –ης ἡ,"arrangement, last will and testament",a disposition,a disposition,1,,,,Noun,http://logeion.uchicago.edu/index.html#διαθήκη
ΔΙΑΘΗΚΗΜΙΑΙΟΣ,διαθηκημιαῖος,,διαθηκημιαῖος,testamentary,testamentary,testamentary,,,,,,http://logeion.uchicago.edu/index.html#διαθηκημιαῖος
ΔΙΑΘΗΚΟΓΡΑΦΟΣ,διαθηκογράφος,,διαθηκογράφος,notary who drafts wills,notary who drafts wills,notary who drafts wills,,,,,,http://logeion.uchicago.edu/index.html#διαθηκογράφος
ΔΙΑΘΗΡΑΩ,διαθηράω,,διαθηράω,hunt,hunt,hunt,,,,,,http://logeion.uchicago.edu/index.html#διαθηράω
ΔΙΑΘΙΓΗ,διαθιγή,,διαθιγή,mutual contact,mutual contact,mutual contact,,,,,,http://logeion.uchicago.edu/index.html#διαθιγή
ΔΙΑΘΛΑΩ,διαθλάω,,διαθλάω,break in pieces,break in pieces,break in pieces,,,,,,http://logeion.uchicago.edu/index.html#διαθλάω
ΔΙΑΘΛΕΥΩ,διαθλεύω,,διαθλεύω,struggle desperately,struggle desperately,struggle desperately,,,,,,http://logeion.uchicago.edu/index.html#διαθλεύω
ΔΙΑΘΛΗΤΕΟΝ,διαθλητέον,,διαθλητέον,one must fight it out,one must fight it out,one must fight it out,,,,,,http://logeion.uchicago.edu/index.html#διαθλητέον
ΔΙΑΘΟΛΟΩ,διαθολόω,,διαθολόω,darken,darken,darken,,,,,,http://logeion.uchicago.edu/index.html#διαθολόω
ΔΙΑΘΟΡΥΒΕΩ,διαθορυβέω,,διαθορυβέω,to confound utterly,to confound utterly,to confound utterly,,,,,,http://logeion.uchicago.edu/index.html#διαθορυβέω
ΔΙΑΘΡΑΥΣΤΟΣ,διάθραυστος,,διάθραυστος,easily broken,easily broken,easily broken,,,,,,http://logeion.uchicago.edu/index.html#διάθραυστος
ΔΙΑΘΡΑΥΩ,διαθραύω,,διαθραύω,break in small pieces,break in small pieces,break in small pieces,,,,,,http://logeion.uchicago.edu/index.html#διαθραύω
ΔΙΑΘΡΕΩ,διαθρέω,,διαθρέω,"to look closely into, examine closely","to look closely into, examine closely","to look closely into, examine closely",,,,,,http://logeion.uchicago.edu/index.html#διαθρέω
ΔΙΑΘΡΗΣΙΣ,διάθρησις,,διάθρησις,perspicacity,perspicacity,perspicacity,,,,,,http://logeion.uchicago.edu/index.html#διάθρησις
ΔΙΑΘΡΟΕΩ,διαθροέω,,διαθροέω,"to spread a report, give out","to spread a report, give out","to spread a report, give out",,,,,,http://logeion.uchicago.edu/index.html#διαθροέω
ΔΙΑΘΡΟΙΖΩ,διαθροίζω,,διαθροίζω,collect,collect,collect,,,,,,http://logeion.uchicago.edu/index.html#διαθροίζω
ΔΙΑΘΡΥΛΕΩ,διαθρυλέω,,διαθρυλέω,to be commonly reported,to be commonly reported,to be commonly reported,,,,,,http://logeion.uchicago.edu/index.html#διαθρυλέω
ΔΙΑΘΡΩΙΣΚΩ,διαθρῴσκω,,διαθρῴσκω,"shoot forth, flash through","shoot forth, flash through","shoot forth, flash through",,,,,,http://logeion.uchicago.edu/index.html#διαθρῴσκω
ΔΙΑΘΥΡΑ,διάθυρα,,διάθυρα,lattice across the doorway,lattice across the doorway,lattice across the doorway,,,,,,http://logeion.uchicago.edu/index.html#διάθυρα
ΔΙΑΘΩΚΕΩ,διαθωκέω,,διαθωκέω,separate,separate,separate,,,,,,http://logeion.uchicago.edu/index.html#διαθωκέω
ΔΙΑΙΓΔΗΝ,διαΐγδην,,διαΐγδην,bursting through,bursting through,bursting through,,,,,,http://logeion.uchicago.edu/index.html#διαΐγδην
ΔΙΑΙΘΟΜΑΙ,διαίθομαι,,διαίθομαι,to be kept warm,to be kept warm,to be kept warm,,,,,,http://logeion.uchicago.edu/index.html#διαίθομαι
ΔΙΑΙΘΡΙΑΖΩ,διαιθριάζω,,διαιθριάζω,to become quite clear and fine,to become quite clear and fine,to become quite clear and fine,,,,,,http://logeion.uchicago.edu/index.html#διαιθριάζω
ΔΙΑΙΘΡΟΣ,δίαιθρος,,δίαιθρος,quite clear and fine,quite clear and fine,quite clear and fine,,,,,,http://logeion.uchicago.edu/index.html#δίαιθρος
ΔΙΑΙΘΥΣΣΩ,διαιθύσσω,,διαιθύσσω,move rapidly in different directions,move rapidly in different directions,move rapidly in different directions,,,,,,http://logeion.uchicago.edu/index.html#διαιθύσσω
ΔΙΑΙΜΟΣ,δίαιμος,,δίαιμος,blood-stained,blood-stained,blood-stained,,,,,,http://logeion.uchicago.edu/index.html#δίαιμος
ΔΙΑΙΝΕΩ,διαινέω,,διαινέω,"decree, resolve","decree, resolve","decree, resolve",,,,,,http://logeion.uchicago.edu/index.html#διαινέω
ΔΙΑΙΝΩ,διαίνω,,διαίνω,"to wet, moisten","to wet, moisten","to wet, moisten",,,,,,http://logeion.uchicago.edu/index.html#διαίνω
ΔΙΑΙΞΙΣ,Δίαιξις,,Δίαιξις,Diaexis,Diaexis,Diaexis,,,,,,http://logeion.uchicago.edu/index.html#Δίαιξις
ΔΙΑΙΟΛΑΩ,διαιολάω,,διαιολάω,"cajole, deceive","cajole, deceive","cajole, deceive",,,,,,http://logeion.uchicago.edu/index.html#διαιολάω
ΔΙΑΙΡΕΣΙΜΟΣ,διαιρέσιμος,,διαιρέσιμος,divisible,divisible,divisible,,,,,,http://logeion.uchicago.edu/index.html#διαιρέσιμος
ΔΙΑΙΡΕΣΙΣ,διαίρεσις,,διαίρεσις,"a dividing, division","a dividing, division","a dividing, division",,,,,,http://logeion.uchicago.edu/index.html#διαίρεσις
ΔΙΑΙΡΕΤΕΟΝ,διαιρετέον,,διαιρετέον,one must divide,one must divide,one must divide,,,,,,http://logeion.uchicago.edu/index.html#διαιρετέον
ΔΙΑΙΡΕΤΕΟΣ,διαιρετέος,,διαιρετέος,to be divided,to be divided,to be divided,,,,,,http://logeion.uchicago.edu/index.html#διαιρετέος
ΔΙΑΙΡΕΤΗΣ,διαιρέτης,,διαιρέτης,"divider, distributor","divider, distributor","divider, distributor",,,,,,http://logeion.uchicago.edu/index.html#διαιρέτης
ΔΙΑΙΡΕΤΙΚΟΣ,διαιρετικός,,διαιρετικός,divisible,divisible,divisible,,,,,,http://logeion.uchicago.edu/index.html#διαιρετικός
ΔΙΑΙΡΕΤΟΣ,διαιρετός,,διαιρετός,"divided, separated","divided, separated","divided, separated",,,,,,http://logeion.uchicago.edu/index.html#διαιρετός
ΔΙΑΙΡΕΩ,διαιρέω,διαιρεω,διαιρέω διαιρήσω διαεῖλον διαῄρηκα διαῄρημαι διαῃρέθην,"take apart, divide","to take one from another, to cleave in twain, to divide into parts","to take one from another, to cleave in twain, to divide into parts",,,,,Verb,http://logeion.uchicago.edu/index.html#διαιρέω
ΔΙΑΙΡΗΜΑ,διαίρημα,,διαίρημα,"part divided, division","part divided, division","part divided, division",,,,,,http://logeion.uchicago.edu/index.html#διαίρημα
ΔΙΑΙΡΩ,διαίρω,,διαίρω,"to raise up, lift up","to raise up, lift up","to raise up, lift up",,,,,,http://logeion.uchicago.edu/index.html#διαίρω
ΔΙΑΙΣΘΑΝΟΜΑΙ,διαισθάνομαι,,διαισθάνομαι,"to perceive distinctly, distinguish perfectly","to perceive distinctly, distinguish perfectly","to perceive distinctly, distinguish perfectly",,,,,,http://logeion.uchicago.edu/index.html#διαισθάνομαι
ΔΙΑΙΣΘΗΣΙΣ,διαίσθησις,,διαίσθησις,clear perception,clear perception,clear perception,,,,,,http://logeion.uchicago.edu/index.html#διαίσθησις
ΔΙΑΙΣΙΟΝ,διαίσιον,,διαίσιον,"repudium, notice of divorce","repudium, notice of divorce","repudium, notice of divorce",,,,,,http://logeion.uchicago.edu/index.html#διαίσιον
ΔΙΑΙΣΤΟΩ,διαϊστόω,,διαϊστόω,make an end of,make an end of,make an end of,,,,,,http://logeion.uchicago.edu/index.html#διαϊστόω
ΔΙΑΙΤΑΡΙΟΣ,διαιτάριος,,διαιτάριος,"diaetarius, house-steward","diaetarius, house-steward","diaetarius, house-steward",,,,,,http://logeion.uchicago.edu/index.html#διαιτάριος
ΔΙΑΙΤΑΡΧΗΣ,διαιτάρχης,,διαιτάρχης,ship's steward,ship's steward,ship's steward,,,,,,http://logeion.uchicago.edu/index.html#διαιτάρχης
ΔΙΑΙΤΑΩ,διαιτάω,,διαιτάω διαιτήσω διῄτησα δεδιῄτηκα δεδιῄτημαι διαιτήθην (or διῃτήθην),"to feed in a certain way, to diet","to feed in a certain way, to diet","to feed in a certain way, to diet",,,,,,http://logeion.uchicago.edu/index.html#διαιτάω
ΔΙΑΙΤΕΩ,διαιτέω,,διαιτέω,turn by entreaty,turn by entreaty,turn by entreaty,,,,,,http://logeion.uchicago.edu/index.html#διαιτέω
ΔΙΑΙΤΗΜΑ,διαίτημα,,διαίτημα,"rules of life, a mode or course of life","rules of life, a mode or course of life","rules of life, a mode or course of life",,,,,,http://logeion.uchicago.edu/index.html#διαίτημα
ΔΙΑΙΤΗΜΑΤΩΔΗΣ,διαιτηματώδης,,διαιτηματώδης,to be treated by dieting,to be treated by dieting,to be treated by dieting,,,,,,http://logeion.uchicago.edu/index.html#διαιτηματώδης
ΔΙΑΙΤΗΣΙΜΟΣ,διαιτήσιμος,,διαιτήσιμος,belonging to a διαιτητής,belonging to a διαιτητής,belonging to a διαιτητής,,,,,,http://logeion.uchicago.edu/index.html#διαιτήσιμος
ΔΙΑΙΤΗΣΙΣ,διαίτησις,,διαίτησις,way of life,way of life,way of life,,,,,,http://logeion.uchicago.edu/index.html#διαίτησις
ΔΙΑΙΤΗΤΕΟΝ,διαιτητέον,,διαιτητέον,one must treat,one must treat,one must treat,,,,,,http://logeion.uchicago.edu/index.html#διαιτητέον
ΔΙΑΙΤΗΤΗΡΙΟΝ,διαιτητήριον,,διαιτητήριον,the dwelling rooms of a house,the dwelling rooms of a house,the dwelling rooms of a house,,,,,,http://logeion.uchicago.edu/index.html#διαιτητήριον
ΔΙΑΙΤΗΤΗΣ,διαιτητής,,διαιτητής,"an arbitrator, umpire","an arbitrator, umpire","an arbitrator, umpire",,,,,,http://logeion.uchicago.edu/index.html#διαιτητής
ΔΙΑΙΤΗΤΙΚΟΣ,διαιτητικός,,διαιτητικός,of or for diet; critical (discussion),of or for diet; critical (discussion),of or for diet; critical (discussion),,,,,,http://logeion.uchicago.edu/index.html#διαιτητικός
ΔΙΑΙΤΟΧΟΡΗΓΙΑ,διαιτοχορηγία,,διαιτοχορηγία,maintenance,maintenance,maintenance,,,,,,http://logeion.uchicago.edu/index.html#διαιτοχορηγία
ΔΙΑΙΩΝΙΖΩ,διαιωνίζω,,διαιωνίζω,perpetuate,perpetuate,perpetuate,,,,,,http://logeion.uchicago.edu/index.html#διαιωνίζω
ΔΙΑΙΩΝΙΟΣ,διαιώνιος,,διαιώνιος,everlasting,everlasting,everlasting,,,,,,http://logeion.uchicago.edu/index.html#διαιώνιος
ΔΙΑΙΩΡΕΟΜΑΙ,διαιωρέομαι,,διαιωρέομαι,"float about, move to and fro","float about, move to and fro","float about, move to and fro",,,,,,http://logeion.uchicago.edu/index.html#διαιωρέομαι
ΔΙΑΚΑΗΣ,διακαής,,διακαής,"burnt through, very hot","burnt through, very hot","burnt through, very hot",,,,,,http://logeion.uchicago.edu/index.html#διακαής
ΔΙΑΚΑΘΑΙΡΩ,διακαθαίρω,,διακαθαίρω,to cleanse,to cleanse,to cleanse,,,,,,http://logeion.uchicago.edu/index.html#διακαθαίρω
ΔΙΑΚΑΘΑΡΣΙΣ,διακάθαρσις,,διακάθαρσις,a thorough cleansing,a thorough cleansing,a thorough cleansing,,,,,,http://logeion.uchicago.edu/index.html#διακάθαρσις
ΔΙΑΚΑΘΑΡΤΕΟΝ,διακαθαρτέον,,διακαθαρτέον,"one must purge, purify, clear","one must purge, purify, clear","one must purge, purify, clear",,,,,,http://logeion.uchicago.edu/index.html#διακαθαρτέον
ΔΙΑΚΑΘΕΖΟΜΑΙ,διακαθέζομαι,,διακαθέζομαι,to sit each in his own seat,to sit each in his own seat,to sit each in his own seat,,,,,,http://logeion.uchicago.edu/index.html#διακαθέζομαι
ΔΙΑΚΑΘΗΜΑΙ,διακάθημαι,,διακάθημαι,take up position,take up position,take up position,,,,,,http://logeion.uchicago.edu/index.html#διακάθημαι
ΔΙΑΚΑΘΙΖΑΝΩ,διακαθιζάνω,,διακαθιζάνω,sit down apart,sit down apart,sit down apart,,,,,,http://logeion.uchicago.edu/index.html#διακαθιζάνω
ΔΙΑΚΑΘΙΖΩ,διακαθίζω,,διακαθίζω,"to make to sit apart, set apart","to make to sit apart, set apart","to make to sit apart, set apart",,,,,,http://logeion.uchicago.edu/index.html#διακαθίζω
ΔΙΑΚΑΙΝΙΖΟΜΑΙ,διακαινίζομαι,,διακαινίζομαι,"surrender, hand over","surrender, hand over","surrender, hand over",,,,,,http://logeion.uchicago.edu/index.html#διακαινίζομαι
ΔΙΑΚΑΙΝΩ,διακαίνω,,διακαίνω,interneco,interneco,interneco,,,,,,http://logeion.uchicago.edu/index.html#διακαίνω
ΔΙΑΚΑΙΩ,διακαίω,,διακαίω,"to burn through, heat to excess","to burn through, heat to excess","to burn through, heat to excess",,,,,,http://logeion.uchicago.edu/index.html#διακαίω
ΔΙΑΚΑΛΕΟΜΑΙ,διακαλέομαι,,διακαλέομαι,urge on from all quarters,urge on from all quarters,urge on from all quarters,,,,,,http://logeion.uchicago.edu/index.html#διακαλέομαι
ΔΙΑΚΑΛΙΝΔΩ,διακαλίνδω,,διακαλίνδω,transport by means of rollers,transport by means of rollers,transport by means of rollers,,,,,,http://logeion.uchicago.edu/index.html#διακαλίνδω
ΔΙΑΚΑΛΙΣΙΣ,διακάλισις,,διακάλισις,transportation by means of rollers,transportation by means of rollers,transportation by means of rollers,,,,,,http://logeion.uchicago.edu/index.html#διακάλισις
ΔΙΑΚΑΛΛΩΠΙΖΩ,διακαλλωπίζω,,διακαλλωπίζω,adorn,adorn,adorn,,,,,,http://logeion.uchicago.edu/index.html#διακαλλωπίζω
ΔΙΑΚΑΛΟΚΑΓΑΘΙΖΟΜΑΙ,διακαλοκαγαθίζομαι,,διακαλοκαγαθίζομαι,vie with another in virtue,vie with another in virtue,vie with another in virtue,,,,,,http://logeion.uchicago.edu/index.html#διακαλοκαγαθίζομαι
ΔΙΑΚΑΛΥΠΤΩ,διακαλύπτω,,διακαλύπτω,to reveal to view,to reveal to view,to reveal to view,,,,,,http://logeion.uchicago.edu/index.html#διακαλύπτω
ΔΙΑΚΑΜΠΤΩ,διακάμπτω,,διακάμπτω,bend,bend,bend,,,,,,http://logeion.uchicago.edu/index.html#διακάμπτω
ΔΙΑΚΑΜΠΥΛΟΩ,διακαμπυλόω,,διακαμπυλόω,bend,bend,bend,,,,,,http://logeion.uchicago.edu/index.html#διακαμπυλόω
ΔΙΑΚΑΜΨΙΣ,διάκαμψις,,διάκαμψις,bending,bending,bending,,,,,,http://logeion.uchicago.edu/index.html#διάκαμψις
ΔΙΑΚΑΝΑΣΣΩ,διακανάσσω,,διακανάσσω,run gurgling through,run gurgling through,run gurgling through,,,,,,http://logeion.uchicago.edu/index.html#διακανάσσω
ΔΙΑΚΑΠΗΛΕΥΩ,διακαπηλεύω,,διακαπηλεύω,sell by retail,sell by retail,sell by retail,,,,,,http://logeion.uchicago.edu/index.html#διακαπηλεύω
ΔΙΑΚΑΡΑΔΟΚΕΩ,διακαραδοκέω,,διακαραδοκέω,to expect anxiously,to expect anxiously,to expect anxiously,,,,,,http://logeion.uchicago.edu/index.html#διακαραδοκέω
ΔΙΑΚΑΡΔΙΟΣ,διακάρδιος,,διακάρδιος,heart-piercing,heart-piercing,heart-piercing,,,,,,http://logeion.uchicago.edu/index.html#διακάρδιος
ΔΙΑΚΑΡΤΕΡΕΩ,διακαρτερέω,,διακαρτερέω,"to endure to the end, last out","to endure to the end, last out","to endure to the end, last out",,,,,,http://logeion.uchicago.edu/index.html#διακαρτερέω
ΔΙΑΚΑΡΤΕΡΗΣΙΣ,διακαρτέρησις,,διακαρτέρησις,"endurance, perseverance","endurance, perseverance","endurance, perseverance",,,,,,http://logeion.uchicago.edu/index.html#διακαρτέρησις
ΔΙΑΚΑΤΕΛΕΓΧΟΜΑΙ,διακατελέγχομαι,,διακατελέγχομαι,to confute thoroughly,to confute thoroughly,to confute thoroughly,,,,,,http://logeion.uchicago.edu/index.html#διακατελέγχομαι
ΔΙΑΚΑΤΕΧΩ,διακατέχω,,διακατέχω,hold fast,hold fast,hold fast,,,,,,http://logeion.uchicago.edu/index.html#διακατέχω
ΔΙΑΚΑΤΟΧΗ,διακατοχή,,διακατοχή,holding in possession,holding in possession,holding in possession,,,,,,http://logeion.uchicago.edu/index.html#διακατοχή
ΔΙΑΚΑΤΟΧΟΣ,διακάτοχος,,διακάτοχος,"holding, possessing, Gloss.","holding, possessing, Gloss.","holding, possessing, Gloss.",,,,,,http://logeion.uchicago.edu/index.html#διακάτοχος
ΔΙΑΚΑΥΛΕΩ,διακαυλέω,,διακαυλέω,run to stalk,run to stalk,run to stalk,,,,,,http://logeion.uchicago.edu/index.html#διακαυλέω
ΔΙΑΚΑΥΜΑ,διάκαυμα,,διάκαυμα,burning heat,burning heat,burning heat,,,,,,http://logeion.uchicago.edu/index.html#διάκαυμα
ΔΙΑΚΑΥΝΙΑΖΩ,διακαυνιάζω,,διακαυνιάζω,lot,lot,lot,,,,,,http://logeion.uchicago.edu/index.html#διακαυνιάζω
ΔΙΑΚΑΥΣΙΣ,διάκαυσις,,διάκαυσις,the use of cautery,the use of cautery,the use of cautery,,,,,,http://logeion.uchicago.edu/index.html#διάκαυσις
ΔΙΑΚΑΥΤΕΟΝ,διακαυτέον,,διακαυτέον,one must burn through,one must burn through,one must burn through,,,,,,http://logeion.uchicago.edu/index.html#διακαυτέον
ΔΙΑΚΕΑΖΩ,διακεάζω,,διακεάζω,to cleave asunder,to cleave asunder,to cleave asunder,,,,,,http://logeion.uchicago.edu/index.html#διακεάζω
ΔΙΑΚΕΔΑΝΝΥΜΙ,διακεδάννυμι,,διακεδάννυμι,scatter abroad,scatter abroad,scatter abroad,,,,,,http://logeion.uchicago.edu/index.html#διακεδάννυμι
ΔΙΑΚΕΙΜΑΙ,διάκειμαι,,διάκειμαι διάκείσομαι,"to be in a certain state, to be disposed","to be in a certain state, to be disposed","to be in a certain state, to be disposed",,,,,,http://logeion.uchicago.edu/index.html#διάκειμαι
ΔΙΑΚΕΙΡΩ,διακείρω,,διακείρω,to cut in pieces,to cut in pieces,to cut in pieces,,,,,,http://logeion.uchicago.edu/index.html#διακείρω
ΔΙΑΚΕΚΡΙΜΕΝΩΣ,διακεκριμένως,,διακεκριμένως,differently,differently,differently,,,,,,http://logeion.uchicago.edu/index.html#διακεκριμένως
ΔΙΑΚΕΛΕΥΜΑ,διακέλευμα,,διακέλευμα,"an exhortation, command","an exhortation, command","an exhortation, command",,,,,,http://logeion.uchicago.edu/index.html#διακέλευμα
ΔΙΑΚΕΛΕΥΟΜΑΙ,διακελεύομαι,,διακελεύομαι διακελεύσομαι διεκελευσάμην,"to exhort, give orders, direct","to exhort, give orders, direct","to exhort, give orders, direct",,,,,,http://logeion.uchicago.edu/index.html#διακελεύομαι
ΔΙΑΚΕΛΕΥΣΜΟΣ,διακελευσμός,,διακελευσμός,"an exhortation, cheering on","an exhortation, cheering on","an exhortation, cheering on",,,,,,http://logeion.uchicago.edu/index.html#διακελευσμός
ΔΙΑΚΕΛΕΥΣΤΕΟΝ,διακελευστέον,,διακελευστέον,one must direct,one must direct,one must direct,,,,,,http://logeion.uchicago.edu/index.html#διακελευστέον
ΔΙΑΚΕΝΗΣ,διακενῆς,,διακενῆς,"in vain, idly, to no purpose","in vain, idly, to no purpose","in vain, idly, to no purpose",,,,,,http://logeion.uchicago.edu/index.html#διακενῆς
